day,event,bird_id,host_species,mite_species
1,1,PROW5,PROW,Proctophyllodes quadratus
1,1,PROW5,PROW,Proctophyllodes quadratus
5,1,PROW5,PROW,Proctophyllodes quadratus
5,1,PROW5,PROW,Proctophyllodes quadratus
5,1,PROW5,PROW,Proctophyllodes quadratus
5,1,PROW5,PROW,Proctophyllodes quadratus
5,1,PROW5,PROW,Proctophyllodes quadratus
5,1,PROW5,PROW,Proctophyllodes quadratus
1,1,PROW6,PROW,Amerodectes protonotaria
1,1,PROW6,PROW,Amerodectes protonotaria
1,1,PROW6,PROW,Amerodectes protonotaria
2,1,PROW6,PROW,Amerodectes protonotaria
2,1,PROW6,PROW,Amerodectes protonotaria
6,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
15,1,PROW6,PROW,Amerodectes protonotaria
1,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
13,1,PROW7,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
9,1,PROW8,PROW,Amerodectes protonotaria
6,1,PROW9,PROW,Proctophyllodes quadratus
1,1,PROW9,PROW,Amerodectes protonotaria
2,1,PROW9,PROW,Amerodectes protonotaria
2,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
17,1,PROW9,PROW,Amerodectes protonotaria
1,1,PROW10,PROW,Amerodectes protonotaria
2,1,PROW10,PROW,Amerodectes protonotaria
3,1,PROW10,PROW,Amerodectes protonotaria
5,1,PROW10,PROW,Amerodectes protonotaria
5,1,PROW10,PROW,Amerodectes protonotaria
5,1,PROW10,PROW,Amerodectes protonotaria
5,1,PROW10,PROW,Amerodectes protonotaria
5,1,PROW10,PROW,Amerodectes protonotaria
8,1,PROW10,PROW,Proctophyllodes quadratus
8,1,PROW10,PROW,Proctophyllodes quadratus
8,1,PROW10,PROW,Proctophyllodes quadratus
8,1,PROW10,PROW,Proctophyllodes quadratus
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
15,1,CERW1,CERW,Amerodectes ischyros
4,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
16,1,CERW2,CERW,Amerodectes ischyros
